card_account_id,cc_user_id,account_no,card_no_masked,card_type,product_type,issuing_branch_code_raw,credit_limit,current_balance,available_credit
3809,2908,CA-2021-0003809,4*** **** **** 3562,MASTERCARD,PLATINUM,CN-HCM-02,213223518,91220192,122003326
3810,2909,CA-2024-0003810,4*** **** **** 0051,VISA,PLATINUM,HA_NOI_CN1,264353599,218441819,45911780
3811,2910,CA-2021-0003811,5*** **** **** 1115,JCB,INFINITE,BR-DN01,725984505,265624454,460360051
3812,2911,CA-2024-0003812,5*** **** **** 6962,VISA,INFINITE,BR-HCM02,565785328,146376391,419408937
3813,2912,CA-2024-0003813,5*** **** **** 3107,VISA,GOLD,Hai Phong CN1,134372370,69404933,64967437
3814,2913,CA-2021-0003814,5*** **** **** 4814,MASTERCARD,PLATINUM,BR-DN01,178248281,71568793,106679488
3815,2914,CA-2024-0003815,5*** **** **** 1468,VISA,PLATINUM,BR-HN01,185050506,79988549,105061957
3816,2914,CA-2023-0003816,4*** **** **** 2031,JCB,CLASSIC,Ha Noi CN1,22678804,5239420,17439384
3817,2915,CA-2022-0003817,4*** **** **** 7097,JCB,CLASSIC,DA_NANG_1,27988076,8628419,19359657
3818,2916,CA-2024-0003818,5*** **** **** 4975,MASTERCARD,GOLD,HCM_Q1,144841865,78875642,65966223
3819,2917,CA-2020-0003819,5*** **** **** 1672,VISA,CLASSIC,HN-01,48522328,7376263,41146065
3820,2918,CA-2023-0003820,5*** **** **** 2815,JCB,GOLD,CT-01,101174719,29241128,71933591
3821,2919,CA-2024-0003821,4*** **** **** 7461,VISA,GOLD,BR-DN01,69769577,23834414,45935163
3822,2919,CA-2023-0003822,5*** **** **** 9351,JCB,CLASSIC,DA_NANG_1,29151093,1395274,27755819
3823,2920,CA-2024-0003823,4*** **** **** 7679,VISA,PLATINUM,HAI_PHONG_1,273120683,104739793,168380890
3824,2921,CA-2023-0003824,5*** **** **** 8305,VISA,CLASSIC,HA_NOI_CN1,29399174,19234692,10164482
3825,2922,CA-2023-0003825,4*** **** **** 6345,JCB,PLATINUM,CAN_THO_1,176003117,27793771,148209346
3826,2923,CA-2022-0003826,5*** **** **** 7590,JCB,GOLD,Ha Noi CN1,133663905,118027356,15636549
3827,2924,CA-2020-0003827,4*** **** **** 9870,VISA,GOLD,DN-01,107139389,19702818,87436571
3828,2925,CA-2023-0003828,5*** **** **** 0129,MASTERCARD,PLATINUM,BR-HN01,222567462,71284155,151283307
3829,2926,CA-2023-0003829,4*** **** **** 6483,JCB,GOLD,Can Tho CN1,101143118,88387184,12755934
3830,2927,CA-2024-0003830,4*** **** **** 9477,JCB,CLASSIC,Ha Noi CN1,41306475,26620143,14686332
3831,2928,CA-2023-0003831,4*** **** **** 9303,MASTERCARD,GOLD,BR-HCM02,132367118,77854617,54512501
3832,2928,CA-2022-0003832,4*** **** **** 8449,JCB,INFINITE,Ho Chi Minh Q3,721028797,366975625,354053172
3833,2929,CA-2020-0003833,4*** **** **** 9875,VISA,GOLD,DA_NANG_1,112238726,320282,111918444
3834,2930,CA-2022-0003834,4*** **** **** 6754,MASTERCARD,CLASSIC,DA_NANG_1,34418866,3725761,30693105
3835,2931,CA-2020-0003835,5*** **** **** 3351,MASTERCARD,GOLD,CN-HCM-02,133735683,97942175,35793508
3836,2932,CA-2024-0003836,4*** **** **** 5545,JCB,PLATINUM,HCM_Q1,151250627,106314312,44936315
3837,2933,CA-2024-0003837,5*** **** **** 3981,MASTERCARD,GOLD,BR-HP01,123072214,49794838,73277376
3838,2934,CA-2023-0003838,5*** **** **** 2531,VISA,PLATINUM,BR-HN01,282551716,54815648,227736068
3839,2935,CA-2024-0003839,4*** **** **** 2931,VISA,PLATINUM,BR-HN01,237408484,178011520,59396964
3840,2936,CA-2021-0003840,5*** **** **** 5071,MASTERCARD,CLASSIC,CAN_THO_1,20004318,10251770,9752548
3841,2937,CA-2022-0003841,5*** **** **** 9860,VISA,INFINITE,HAI_PHONG_1,590218277,108997865,481220412
3842,2938,CA-2021-0003842,4*** **** **** 6853,JCB,INFINITE,Hai Phong CN1,366167811,272685173,93482638
3843,2939,CA-2022-0003843,4*** **** **** 8750,JCB,INFINITE,Ho Chi Minh Q1,772371031,57034436,715336595
3844,2939,CA-2021-0003844,5*** **** **** 2577,JCB,PLATINUM,Ho Chi Minh Q1,155017082,112876486,42140596
3845,2940,CA-2024-0003845,5*** **** **** 4028,MASTERCARD,PLATINUM,BR-HN01,239786391,215299625,24486766
3846,2941,CA-2021-0003846,5*** **** **** 6083,JCB,CLASSIC,HAI_PHONG_1,43337800,4699401,38638399
3847,2942,CA-2021-0003847,4*** **** **** 5855,MASTERCARD,INFINITE,BR-CT01,748573897,433470151,315103746
3848,2943,CA-2020-0003848,5*** **** **** 0464,MASTERCARD,INFINITE,DA_NANG_1,740345439,74566257,665779182
3849,2943,CA-2023-0003849,4*** **** **** 9215,VISA,CLASSIC,BR-DN01,42718246,28038103,14680143
3850,2944,CA-2021-0003850,4*** **** **** 5565,MASTERCARD,CLASSIC,Can Tho CN1,40720870,5789580,34931290
3851,2945,CA-2022-0003851,4*** **** **** 7680,MASTERCARD,PLATINUM,DN-01,288008917,170224494,117784423
3852,2945,CA-2022-0003852,4*** **** **** 6497,MASTERCARD,GOLD,DN-01,117346326,32549321,84797005
3853,2946,CA-2022-0003853,5*** **** **** 0540,VISA,CLASSIC,BR-DN01,25807508,6989069,18818439
3854,2947,CA-2024-0003854,5*** **** **** 5535,VISA,PLATINUM,BR-CT01,222046911,161449548,60597363
3855,2947,CA-2020-0003855,5*** **** **** 8706,JCB,PLATINUM,BR-CT01,191126056,114248432,76877624
3856,2948,CA-2021-0003856,5*** **** **** 6815,JCB,CLASSIC,BR-DN01,41810755,810795,40999960
3857,2948,CA-2022-0003857,5*** **** **** 2027,VISA,INFINITE,Da Nang CN1,530064004,130046765,400017239
3858,2949,CA-2021-0003858,5*** **** **** 1461,JCB,CLASSIC,BR-CT01,29182665,4337822,24844843
3859,2949,CA-2020-0003859,5*** **** **** 1640,VISA,PLATINUM,CAN_THO_1,278024577,39532396,238492181
3860,2950,CA-2024-0003860,4*** **** **** 4638,JCB,CLASSIC,Ha Noi CN1,35929858,31891092,4038766
3861,2951,CA-2022-0003861,4*** **** **** 4682,VISA,CLASSIC,Ha Noi CN1,23944227,18526659,5417568
3862,2952,CA-2021-0003862,5*** **** **** 0903,MASTERCARD,PLATINUM,BR-HP01,263142343,75014228,188128115
3863,2952,CA-2024-0003863,4*** **** **** 4064,VISA,PLATINUM,HP-01,207659832,154486025,53173807
3864,2953,CA-2020-0003864,4*** **** **** 6539,MASTERCARD,PLATINUM,CAN_THO_1,266229321,135609180,130620141
3865,2953,CA-2020-0003865,4*** **** **** 0702,MASTERCARD,GOLD,CAN_THO_1,54810259,44651860,10158399
3866,2954,CA-2021-0003866,5*** **** **** 3809,MASTERCARD,INFINITE,CAN_THO_1,550191553,493843242,56348311
3867,2955,CA-2020-0003867,5*** **** **** 5196,VISA,PLATINUM,HAI_PHONG_1,227623500,161260378,66363122
3868,2956,CA-2022-0003868,4*** **** **** 9999,VISA,PLATINUM,Ha Noi CN1,238140675,50120758,188019917
3869,2956,CA-2024-0003869,5*** **** **** 7051,JCB,CLASSIC,Ha Noi CN1,37101303,3058954,34042349
3870,2957,CA-2023-0003870,5*** **** **** 9079,VISA,CLASSIC,Hai Phong CN1,33998073,19098173,14899900
3871,2958,CA-2024-0003871,5*** **** **** 3902,VISA,INFINITE,Hai Phong CN1,696909359,500230679,196678680
3872,2958,CA-2020-0003872,4*** **** **** 3139,VISA,CLASSIC,Hai Phong CN1,36299051,27303588,8995463
3873,2959,CA-2020-0003873,5*** **** **** 9005,MASTERCARD,CLASSIC,Hai Phong CN1,41744506,9283628,32460878
3874,2960,CA-2024-0003874,5*** **** **** 1964,MASTERCARD,CLASSIC,BR-HP01,20783931,6420297,14363634
3875,2960,CA-2022-0003875,5*** **** **** 9702,MASTERCARD,CLASSIC,HP-01,21698589,18466707,3231882
3876,2961,CA-2021-0003876,5*** **** **** 3662,JCB,GOLD,HN-01,81939498,43594077,38345421
3877,2962,CA-2022-0003877,4*** **** **** 2750,VISA,PLATINUM,HA_NOI_CN1,289446715,9563987,279882728
3878,2963,CA-2023-0003878,5*** **** **** 2508,MASTERCARD,CLASSIC,Can Tho CN1,32610271,28342673,4267598
3879,2964,CA-2021-0003879,4*** **** **** 0133,JCB,INFINITE,CAN_THO_1,302734279,217529301,85204978
3880,2965,CA-2024-0003880,4*** **** **** 8826,VISA,CLASSIC,DA_NANG_1,46110716,39796163,6314553
3881,2966,CA-2022-0003881,5*** **** **** 5856,JCB,INFINITE,CT-01,594308301,528592363,65715938
3882,2966,CA-2024-0003882,4*** **** **** 7692,MASTERCARD,INFINITE,Can Tho CN1,688553700,319988542,368565158
3883,2967,CA-2024-0003883,4*** **** **** 6446,MASTERCARD,INFINITE,BR-CT01,645914247,116430921,529483326
3884,2968,CA-2023-0003884,4*** **** **** 5421,VISA,PLATINUM,BR-CT01,262974752,232133751,30841001
3885,2969,CA-2020-0003885,5*** **** **** 6968,JCB,INFINITE,Can Tho CN1,464664504,401026353,63638151
3886,2970,CA-2021-0003886,5*** **** **** 2874,MASTERCARD,INFINITE,CN-HCM-01,448341740,289096440,159245300
3887,2971,CA-2024-0003887,4*** **** **** 5653,JCB,GOLD,CAN_THO_1,65570621,32044661,33525960
3888,2972,CA-2022-0003888,4*** **** **** 0761,JCB,GOLD,HN-01,123396242,75849431,47546811
3889,2973,CA-2022-0003889,5*** **** **** 9312,MASTERCARD,PLATINUM,HP-01,180110712,50078164,130032548
3890,2974,CA-2020-0003890,5*** **** **** 3034,VISA,CLASSIC,Hai Phong CN1,46510667,24294562,22216105
3891,2975,CA-2021-0003891,4*** **** **** 8149,VISA,INFINITE,BR-HCM02,763687468,622802820,140884648
3892,2975,CA-2024-0003892,4*** **** **** 0247,VISA,PLATINUM,Ho Chi Minh Q3,215325737,2692262,212633475
3893,2976,CA-2021-0003893,5*** **** **** 6112,MASTERCARD,CLASSIC,BR-HCM02,47528247,21337237,26191010
3894,2977,CA-2020-0003894,4*** **** **** 5595,JCB,GOLD,HA_NOI_CN1,92086525,8637951,83448574
3895,2977,CA-2020-0003895,5*** **** **** 7236,VISA,INFINITE,BR-HN01,563240470,268336693,294903777
3896,2978,CA-2024-0003896,4*** **** **** 7434,JCB,PLATINUM,Hai Phong CN1,252406272,21263648,231142624
3897,2979,CA-2024-0003897,4*** **** **** 7543,MASTERCARD,CLASSIC,HN-01,44931352,25453104,19478248
3898,2980,CA-2024-0003898,5*** **** **** 2870,JCB,GOLD,Da Nang CN1,143192708,47798479,95394229
3899,2981,CA-2023-0003899,4*** **** **** 5841,JCB,PLATINUM,HN-01,261459726,106274058,155185668
3900,2982,CA-2020-0003900,5*** **** **** 8692,JCB,CLASSIC,Can Tho CN1,31791353,27710571,4080782
3901,2983,CA-2024-0003901,5*** **** **** 3241,MASTERCARD,GOLD,BR-CT01,50373866,41116210,9257656
3902,2984,CA-2021-0003902,4*** **** **** 9184,JCB,GOLD,HP-01,77650494,63532038,14118456
3903,2985,CA-2022-0003903,4*** **** **** 1315,JCB,CLASSIC,Hai Phong CN1,31377986,11124720,20253266
3904,2986,CA-2024-0003904,4*** **** **** 9287,JCB,CLASSIC,HP-01,20923469,9281718,11641751
3905,2987,CA-2022-0003905,5*** **** **** 6097,VISA,INFINITE,Can Tho CN1,404515354,162161776,242353578
3906,2988,CA-2023-0003906,5*** **** **** 7043,MASTERCARD,INFINITE,HAI_PHONG_1,401545100,273066923,128478177
3907,2989,CA-2022-0003907,4*** **** **** 1222,VISA,INFINITE,HAI_PHONG_1,530841860,3707942,527133918
3908,2990,CA-2022-0003908,4*** **** **** 8435,JCB,PLATINUM,Ha Noi CN1,172898857,43223415,129675442
3909,2991,CA-2021-0003909,5*** **** **** 3674,JCB,INFINITE,HAI_PHONG_1,367139660,299134276,68005384
3910,2992,CA-2020-0003910,5*** **** **** 4264,VISA,CLASSIC,BR-HN01,37003083,1047577,35955506
3911,2992,CA-2020-0003911,4*** **** **** 2525,JCB,GOLD,HA_NOI_CN1,69925515,6449136,63476379
3912,2993,CA-2022-0003912,5*** **** **** 2367,VISA,GOLD,CT-01,119898206,21144350,98753856
3913,2993,CA-2021-0003913,4*** **** **** 9130,VISA,GOLD,BR-CT01,143164199,103686972,39477227
3914,2994,CA-2021-0003914,5*** **** **** 7109,MASTERCARD,PLATINUM,HN-01,235020271,205252082,29768189
3915,2995,CA-2020-0003915,5*** **** **** 6272,MASTERCARD,GOLD,Da Nang CN1,84043267,30611903,53431364
3916,2996,CA-2021-0003916,4*** **** **** 0821,VISA,INFINITE,Ho Chi Minh Q1,514893367,325660234,189233133
3917,2997,CA-2024-0003917,5*** **** **** 5364,VISA,GOLD,CT-01,58157757,36349461,21808296
3918,2998,CA-2023-0003918,5*** **** **** 5143,JCB,PLATINUM,HAI_PHONG_1,186009767,120548615,65461152
3919,2999,CA-2021-0003919,5*** **** **** 4218,JCB,INFINITE,HA_NOI_CN1,538905534,34459362,504446172
3920,3000,CA-2023-0003920,5*** **** **** 5329,JCB,INFINITE,HAI_PHONG_1,442208526,174191693,268016833
3921,3001,CA-2022-0003921,4*** **** **** 7246,VISA,GOLD,Da Nang CN1,63041338,50254042,12787296
3922,3002,CA-2022-0003922,5*** **** **** 8508,VISA,INFINITE,DA_NANG_1,317447348,91596268,225851080
3923,3002,CA-2024-0003923,5*** **** **** 8054,VISA,PLATINUM,BR-DN01,163835356,88484590,75350766
3924,3003,CA-2021-0003924,4*** **** **** 0589,JCB,CLASSIC,Can Tho CN1,40577359,3956287,36621072
3925,3004,CA-2021-0003925,5*** **** **** 3615,JCB,PLATINUM,BR-HCM01,226606652,181776291,44830361
3926,3005,CA-2022-0003926,4*** **** **** 8514,JCB,PLATINUM,Hai Phong CN1,290524722,172174555,118350167
3927,3006,CA-2021-0003927,4*** **** **** 2331,JCB,CLASSIC,HA_NOI_CN1,46376408,30558233,15818175
3928,3007,CA-2023-0003928,4*** **** **** 9028,JCB,CLASSIC,CN-HCM-02,36365852,4686436,31679416
3929,3008,CA-2022-0003929,5*** **** **** 0677,MASTERCARD,INFINITE,HP-01,334576910,12813963,321762947
3930,3009,CA-2022-0003930,5*** **** **** 4336,MASTERCARD,INFINITE,DA_NANG_1,417024294,90343388,326680906
3931,3009,CA-2022-0003931,5*** **** **** 3445,VISA,GOLD,Da Nang CN1,97764113,3269530,94494583
3932,3010,CA-2024-0003932,4*** **** **** 0429,JCB,INFINITE,DN-01,417488224,288638086,128850138
3933,3011,CA-2024-0003933,4*** **** **** 2313,JCB,INFINITE,HP-01,749629707,109484532,640145175
3934,3012,CA-2020-0003934,4*** **** **** 2190,JCB,GOLD,HA_NOI_CN1,52267807,41862489,10405318
3935,3013,CA-2020-0003935,5*** **** **** 8046,JCB,CLASSIC,BR-HN01,41726351,36938901,4787450
3936,3014,CA-2024-0003936,4*** **** **** 5262,JCB,PLATINUM,CAN_THO_1,191403923,171510793,19893130
3937,3015,CA-2024-0003937,4*** **** **** 7965,JCB,GOLD,Ho Chi Minh Q1,74146072,40653554,33492518
3938,3015,CA-2024-0003938,4*** **** **** 7746,MASTERCARD,CLASSIC,BR-HCM01,33184028,1307959,31876069
3939,3016,CA-2020-0003939,4*** **** **** 7213,JCB,INFINITE,CN-HCM-01,557421287,339013024,218408263
3940,3017,CA-2021-0003940,4*** **** **** 7210,VISA,PLATINUM,BR-HCM01,182389920,114422044,67967876
3941,3018,CA-2020-0003941,5*** **** **** 8724,VISA,GOLD,DN-01,119073146,95994436,23078710
3942,3019,CA-2020-0003942,5*** **** **** 8688,MASTERCARD,GOLD,HCM_Q1,145719026,17062923,128656103
3943,3019,CA-2024-0003943,5*** **** **** 1001,VISA,INFINITE,HCM_Q1,340077665,17163082,322914583
3944,3020,CA-2023-0003944,5*** **** **** 2211,MASTERCARD,INFINITE,BR-HCM01,665706813,20129649,645577164
3945,3020,CA-2022-0003945,4*** **** **** 1389,JCB,PLATINUM,BR-HCM01,274878599,45816789,229061810
3946,3021,CA-2023-0003946,4*** **** **** 4103,VISA,GOLD,BR-HN01,81265814,20045717,61220097
3947,3021,CA-2022-0003947,5*** **** **** 9150,JCB,PLATINUM,BR-HN01,275445772,95980353,179465419
3948,3022,CA-2022-0003948,5*** **** **** 3896,MASTERCARD,CLASSIC,CT-01,23168705,10466414,12702291
3949,3023,CA-2022-0003949,5*** **** **** 4360,VISA,GOLD,DA_NANG_1,113713164,6377828,107335336
3950,3024,CA-2024-0003950,5*** **** **** 7962,JCB,CLASSIC,HP-01,33170790,20794686,12376104
3951,3025,CA-2020-0003951,5*** **** **** 7176,JCB,GOLD,CT-01,133670454,29051429,104619025
3952,3025,CA-2023-0003952,5*** **** **** 7713,JCB,INFINITE,CT-01,328737741,243634670,85103071
3953,3026,CA-2023-0003953,4*** **** **** 9056,VISA,INFINITE,BR-DN01,761104419,45985690,715118729
3954,3027,CA-2024-0003954,5*** **** **** 7658,JCB,GOLD,HN-01,89931940,6717966,83213974
3955,3027,CA-2023-0003955,5*** **** **** 3327,JCB,PLATINUM,Ha Noi CN1,200795788,47568673,153227115
3956,3028,CA-2022-0003956,4*** **** **** 6897,JCB,GOLD,BR-DN01,118687331,56603265,62084066
3957,3028,CA-2022-0003957,5*** **** **** 2642,JCB,CLASSIC,BR-DN01,33657035,9988819,23668216
3958,3029,CA-2024-0003958,4*** **** **** 3210,VISA,PLATINUM,BR-HP01,181691573,110282924,71408649
3959,3029,CA-2024-0003959,5*** **** **** 1878,MASTERCARD,CLASSIC,HAI_PHONG_1,23958798,16841932,7116866
3960,3030,CA-2024-0003960,4*** **** **** 1153,VISA,GOLD,Ho Chi Minh Q3,118109876,53196777,64913099
3961,3030,CA-2022-0003961,4*** **** **** 7907,VISA,PLATINUM,HCM_Q3,225041746,14581997,210459749
3962,3031,CA-2024-0003962,5*** **** **** 6576,JCB,GOLD,BR-HN01,116617622,31342784,85274838
3963,3032,CA-2022-0003963,5*** **** **** 5143,JCB,INFINITE,BR-CT01,566413801,339679536,226734265
3964,3033,CA-2024-0003964,5*** **** **** 3746,VISA,INFINITE,DA_NANG_1,711852197,59256346,652595851
3965,3034,CA-2024-0003965,5*** **** **** 1313,JCB,PLATINUM,HP-01,235536458,136403633,99132825
3966,3035,CA-2023-0003966,4*** **** **** 7986,VISA,GOLD,HCM_Q3,92792999,52023530,40769469
3967,3036,CA-2023-0003967,4*** **** **** 4119,MASTERCARD,CLASSIC,CN-HCM-01,48923750,42695860,6227890
3968,3036,CA-2022-0003968,4*** **** **** 9047,MASTERCARD,INFINITE,CN-HCM-01,470527595,78655633,391871962
3969,3037,CA-2020-0003969,5*** **** **** 6052,VISA,CLASSIC,Ha Noi CN1,33540428,12142373,21398055
3970,3038,CA-2021-0003970,5*** **** **** 9690,JCB,GOLD,DA_NANG_1,72687820,34469896,38217924
3971,3039,CA-2021-0003971,5*** **** **** 3409,MASTERCARD,GOLD,HA_NOI_CN1,57445305,16432277,41013028
3972,3039,CA-2023-0003972,4*** **** **** 2002,JCB,GOLD,HN-01,60413117,41736984,18676133
3973,3040,CA-2024-0003973,5*** **** **** 7216,MASTERCARD,CLASSIC,CT-01,32222678,27862492,4360186
3974,3040,CA-2021-0003974,4*** **** **** 1242,VISA,PLATINUM,Can Tho CN1,179255365,70034158,109221207
3975,3041,CA-2022-0003975,5*** **** **** 1996,MASTERCARD,GOLD,BR-HP01,149624669,36139770,113484899
3976,3041,CA-2024-0003976,4*** **** **** 4569,JCB,INFINITE,Hai Phong CN1,726590239,592645700,133944539
3977,3042,CA-2020-0003977,4*** **** **** 4118,MASTERCARD,PLATINUM,HA_NOI_CN1,260523908,187585620,72938288
3978,3043,CA-2022-0003978,5*** **** **** 5263,JCB,GOLD,Da Nang CN1,51003027,38709434,12293593
3979,3043,CA-2020-0003979,5*** **** **** 6012,MASTERCARD,INFINITE,BR-DN01,615621288,31570009,584051279
3980,3044,CA-2021-0003980,4*** **** **** 5806,MASTERCARD,INFINITE,Can Tho CN1,531570128,48393231,483176897
3981,3045,CA-2020-0003981,4*** **** **** 0603,MASTERCARD,PLATINUM,BR-CT01,198572473,171151497,27420976
3982,3046,CA-2023-0003982,5*** **** **** 9435,MASTERCARD,INFINITE,DA_NANG_1,418355628,220527470,197828158
3983,3046,CA-2024-0003983,4*** **** **** 2475,JCB,PLATINUM,Da Nang CN1,235312520,172369461,62943059
3984,3047,CA-2023-0003984,5*** **** **** 1796,JCB,CLASSIC,DN-01,48709109,4229023,44480086
3985,3048,CA-2023-0003985,5*** **** **** 7341,MASTERCARD,INFINITE,Can Tho CN1,375378924,294402987,80975937
3986,3049,CA-2023-0003986,4*** **** **** 5547,MASTERCARD,PLATINUM,CT-01,231166733,197819240,33347493
3987,3050,CA-2022-0003987,5*** **** **** 0531,MASTERCARD,CLASSIC,BR-HN01,32325908,6392684,25933224
3988,3051,CA-2023-0003988,4*** **** **** 5058,MASTERCARD,INFINITE,HAI_PHONG_1,735415218,55908607,679506611
3989,3052,CA-2024-0003989,4*** **** **** 7850,MASTERCARD,CLASSIC,HCM_Q1,35908312,5090917,30817395
3990,3053,CA-2020-0003990,5*** **** **** 0113,MASTERCARD,PLATINUM,CAN_THO_1,261994517,179270062,82724455
3991,3053,CA-2024-0003991,4*** **** **** 5053,VISA,GOLD,Can Tho CN1,119190773,1903730,117287043
3992,3054,CA-2022-0003992,4*** **** **** 2563,VISA,CLASSIC,HP-01,27546355,19132722,8413633
3993,3054,CA-2021-0003993,5*** **** **** 3269,MASTERCARD,INFINITE,Hai Phong CN1,453552092,170154650,283397442
3994,3055,CA-2020-0003994,5*** **** **** 0181,VISA,GOLD,DN-01,57263204,1353299,55909905
3995,3056,CA-2022-0003995,5*** **** **** 7740,VISA,INFINITE,HN-01,723504092,12889069,710615023
3996,3056,CA-2021-0003996,5*** **** **** 9666,MASTERCARD,CLASSIC,Ha Noi CN1,47864804,42641250,5223554
3997,3057,CA-2022-0003997,5*** **** **** 6016,VISA,CLASSIC,BR-HCM01,39576404,29197591,10378813
3998,3058,CA-2023-0003998,5*** **** **** 2468,VISA,INFINITE,Da Nang CN1,538733554,434720516,104013038
3999,3059,CA-2023-0003999,5*** **** **** 6085,MASTERCARD,GOLD,DA_NANG_1,79683128,41862614,37820514
4000,3059,CA-2021-0004000,5*** **** **** 2374,JCB,INFINITE,BR-DN01,634258672,60795394,573463278
4001,3060,CA-2024-0004001,4*** **** **** 0459,JCB,CLASSIC,HAI_PHONG_1,36125096,7815591,28309505
4002,3060,CA-2023-0004002,4*** **** **** 8137,VISA,GOLD,HAI_PHONG_1,82794650,7989161,74805489
4003,3061,CA-2021-0004003,4*** **** **** 4138,VISA,CLASSIC,Hai Phong CN1,43718512,8973435,34745077
4004,3062,CA-2023-0004004,4*** **** **** 1706,JCB,INFINITE,BR-DN01,514841391,426901863,87939528
4005,3062,CA-2021-0004005,4*** **** **** 9547,VISA,GOLD,Da Nang CN1,72365803,38293541,34072262
4006,3063,CA-2024-0004006,5*** **** **** 8329,MASTERCARD,CLASSIC,BR-DN01,40344661,22953651,17391010
4007,3064,CA-2022-0004007,4*** **** **** 8958,VISA,PLATINUM,HA_NOI_CN1,217800348,45872599,171927749
4008,3065,CA-2022-0004008,5*** **** **** 1317,VISA,GOLD,HAI_PHONG_1,123460865,65328025,58132840
4009,3065,CA-2023-0004009,4*** **** **** 3967,MASTERCARD,INFINITE,HAI_PHONG_1,459589421,252130008,207459413
4010,3066,CA-2020-0004010,5*** **** **** 0907,JCB,PLATINUM,HP-01,231467367,52441962,179025405
4011,3067,CA-2024-0004011,5*** **** **** 8633,VISA,INFINITE,HA_NOI_CN1,709817538,423584871,286232667
4012,3067,CA-2023-0004012,4*** **** **** 7538,VISA,PLATINUM,HN-01,172605306,42876121,129729185
4013,3068,CA-2020-0004013,4*** **** **** 0937,JCB,PLATINUM,Ha Noi CN1,162388940,37719458,124669482
4014,3069,CA-2020-0004014,4*** **** **** 7002,MASTERCARD,CLASSIC,BR-DN01,44929504,35822318,9107186
4015,3070,CA-2022-0004015,4*** **** **** 2642,JCB,GOLD,BR-HP01,100415206,2218482,98196724
4016,3071,CA-2021-0004016,5*** **** **** 0723,VISA,CLASSIC,HCM_Q3,36779744,3951023,32828721
4017,3071,CA-2022-0004017,4*** **** **** 6317,VISA,CLASSIC,CN-HCM-02,37895451,7526370,30369081
4018,3072,CA-2024-0004018,5*** **** **** 3779,MASTERCARD,PLATINUM,BR-DN01,177158766,133236054,43922712
4019,3073,CA-2022-0004019,4*** **** **** 6524,MASTERCARD,PLATINUM,DA_NANG_1,170295818,7741476,162554342
4020,3073,CA-2024-0004020,5*** **** **** 1485,MASTERCARD,INFINITE,Da Nang CN1,434158587,199208102,234950485
4021,3074,CA-2022-0004021,5*** **** **** 5420,VISA,GOLD,Da Nang CN1,99245078,62715109,36529969
4022,3075,CA-2020-0004022,4*** **** **** 0338,MASTERCARD,PLATINUM,BR-HCM01,264736565,168824938,95911627
4023,3075,CA-2020-0004023,4*** **** **** 9711,JCB,PLATINUM,HCM_Q1,196581845,89604977,106976868
4024,3076,CA-2020-0004024,5*** **** **** 1067,MASTERCARD,GOLD,HCM_Q1,137865178,34470122,103395056
4025,3076,CA-2020-0004025,4*** **** **** 5517,MASTERCARD,GOLD,BR-HCM01,122258666,47300123,74958543
4026,3077,CA-2024-0004026,4*** **** **** 4508,JCB,GOLD,CT-01,81684027,11643951,70040076
4027,3077,CA-2020-0004027,4*** **** **** 6478,VISA,INFINITE,Can Tho CN1,393697084,163190802,230506282
4028,3078,CA-2024-0004028,4*** **** **** 3508,JCB,INFINITE,BR-DN01,479298648,195807509,283491139
4029,3079,CA-2021-0004029,4*** **** **** 3799,MASTERCARD,PLATINUM,Da Nang CN1,274957074,35287908,239669166
4030,3080,CA-2022-0004030,5*** **** **** 2511,VISA,PLATINUM,Ho Chi Minh Q1,152401565,54017827,98383738
4031,3081,CA-2021-0004031,4*** **** **** 8524,VISA,GOLD,HCM_Q3,104197709,18477814,85719895
4032,3082,CA-2022-0004032,5*** **** **** 2751,JCB,GOLD,HA_NOI_CN1,122184962,11728731,110456231
4033,3083,CA-2022-0004033,5*** **** **** 2185,VISA,INFINITE,DA_NANG_1,714170099,409952835,304217264
4034,3084,CA-2021-0004034,5*** **** **** 5464,VISA,GOLD,HAI_PHONG_1,134458223,5437530,129020693
4035,3085,CA-2024-0004035,5*** **** **** 5588,MASTERCARD,PLATINUM,BR-HP01,176897270,75725616,101171654
4036,3086,CA-2024-0004036,5*** **** **** 7357,VISA,GOLD,Hai Phong CN1,98630631,50046604,48584027
4037,3086,CA-2022-0004037,5*** **** **** 7752,MASTERCARD,INFINITE,BR-HP01,781638967,409160593,372478374
4038,3087,CA-2021-0004038,4*** **** **** 3979,JCB,CLASSIC,HA_NOI_CN1,45269887,18421975,26847912
4039,3088,CA-2024-0004039,5*** **** **** 6231,JCB,CLASSIC,Ho Chi Minh Q3,31913576,19504362,12409214
4040,3088,CA-2020-0004040,4*** **** **** 3127,JCB,CLASSIC,CN-HCM-02,26956527,16127047,10829480
4041,3089,CA-2020-0004041,5*** **** **** 3344,VISA,INFINITE,Can Tho CN1,619802157,9909502,609892655
4042,3089,CA-2022-0004042,4*** **** **** 4502,JCB,CLASSIC,CAN_THO_1,30466771,18207424,12259347
4043,3090,CA-2022-0004043,5*** **** **** 0642,VISA,INFINITE,CT-01,489133117,178677308,310455809
4044,3090,CA-2020-0004044,4*** **** **** 5484,VISA,INFINITE,CAN_THO_1,687319118,203652437,483666681
4045,3091,CA-2024-0004045,4*** **** **** 6984,JCB,GOLD,CAN_THO_1,60295374,49302830,10992544
